"","Behavior","Initiator_ID","Recipient_ID","Initiator_Gender","Recipient_Gender","Date_Obs","Init_Age_At_Obs","Recp_Age_At_Obs","Init_House","Recp_House","same_household","y","init_id","recp_id","init_house_id","recp_house_id","init_g","recp_g","init_age_z","recp_age_z"
"7373","(16) Aggressive Teasing","229","184","M","M",0060-05-17,10.3630136986301,9.5296803652968,"20","19a",0,16,26,126,22,20,0,0,1.75288460174281,1.61729241795606
"7374","(6) Physical Aggression","185","184","M","M",0060-05-17,8.0296803652968,9.5296803652968,"19a","19a",1,6,25,126,16,20,0,0,0.688328286382344,1.61729241795606
"7375","(7) Requesting for Access","348","378","M","M",0060-05-17,7.2796803652968,8.69634703196347,"104a","108",0,7,80,56,44,37,0,0,0.346149470730765,1.25554380504102
"7377","(7) Requesting for Access","347","378","F","M",0060-05-17,9.19634703196347,8.69634703196347,"104a","108",0,7,92,56,44,37,1,0,1.22060644406258,1.25554380504102
"7379","(4) Leading","347","378","F","M",0060-05-17,9.19634703196347,8.69634703196347,"104a","108",0,4,92,56,44,37,1,0,1.22060644406258,1.25554380504102
"7381","(9) Requesting for Help","432","389","F","F",0060-05-17,8.5296803652968,7.61301369863014,"112","109a",0,9,123,104,60,1,1,1,0.91644749681673,0.785270608251481
"7383","(3) Helping","424","432","M","F",0060-05-17,5.11301369863014,8.5296803652968,"111","112",0,3,127,137,56,62,0,1,-0.642367107818241,1.18319408245802
"7384","(3) Helping","400","432","F","F",0060-05-17,8.94634703196347,8.5296803652968,"110a","112",0,3,93,137,1,62,1,1,1.10654683884539,1.18319408245802
"7385","(4) Leading","158","165","F","F",0060-05-17,5.2796803652968,5.0296803652968,"14a","15a",0,4,142,13,30,10,1,1,-0.566327371006779,-0.336150091785118
"7387","(4) Leading","138","165","F","F",0060-05-17,7.11301369863014,5.0296803652968,"12","15a",0,4,10,13,9,10,1,1,0.270109733919303,-0.336150091785118
"7389","(4) Leading","17","23","M","M",0060-05-17,6.19634703196347,4.0296803652968,"2","3",0,4,143,155,17,58,0,0,-0.148108818543738,-0.770248427283157
"7391","(3) Helping","18","17","M","M",0060-05-17,3.36301369863014,6.19634703196347,"2","2",1,3,18,26,17,21,0,0,-1.44078434433859,0.170297966295927
"7392","(18) Verbal Aggression","17","18","M","M",0060-05-17,6.19634703196347,3.36301369863014,"2","2",1,18,143,148,17,21,0,0,-0.148108818543738,-1.05964731761518
"7393","(2) Dominating","17","18","M","M",0060-05-17,6.19634703196347,3.36301369863014,"2","2",1,2,143,148,17,21,0,0,-0.148108818543738,-1.05964731761518
"7395","(4) Leading","98","58","M","M",0060-05-18,7.19908675799087,7.86575342465753,"9c","8a",0,4,78,156,38,64,0,0,0.309379570601387,0.894984502634205
"7397","(2) Dominating","58","98","M","M",0060-05-18,7.86575342465753,7.19908675799087,"8a","9c",0,2,121,84,59,44,0,0,0.613538517847234,0.605585612302179
"7399","(17) Playful Teasing","98","58","M","M",0060-05-18,7.19908675799087,7.86575342465753,"9c","8a",0,17,78,156,38,64,0,0,0.309379570601387,0.894984502634205
"7400","(17) Playful Teasing","58","98","M","M",0060-05-18,7.86575342465753,7.19908675799087,"8a","9c",0,17,121,84,59,44,0,0,0.613538517847234,0.605585612302179
"7401","(11) Scolding","470","483","F","M",0060-05-18,7.44908675799087,6.19908675799087,"116a","117a",0,11,84,122,47,30,1,0,0.42343917581858,0.17148727680414
"7402","(4) Leading","481","483","F","M",0060-05-18,11.7824200913242,6.19908675799087,"117a","117a",1,4,65,122,27,30,1,0,2.40047233291659,0.17148727680414
"7404","(14) Taking Away","387","379","M","M",0060-05-18,9.5324200913242,1.94908675799087,"109a","108",0,14,16,151,15,37,0,0,1.37393588596185,-1.67343064906252
"7405","(16) Aggressive Teasing","387","379","M","M",0060-05-18,9.5324200913242,1.94908675799087,"109a","108",0,16,16,151,15,37,0,0,1.37393588596185,-1.67343064906252
"7406","(4) Leading","389","470","F","F",0060-05-18,7.61575342465753,7.44908675799087,"109a","116a",0,4,122,98,15,54,1,1,0.499478912630041,0.714110196176689
"7408","(9) Requesting for Help","540","107","M","F",0060-05-18,1.36575342465753,7.86575342465753,"9d","9d",1,9,173,144,53,17,0,1,-2.35201121779978,0.894984502634205
"7409","(3) Helping","107","540","F","M",0060-05-18,7.86575342465753,1.36575342465753,"9d","9d",1,3,139,205,53,17,1,0,0.613538517847234,-1.92665467810305
"7410","(4) Leading","107","540","F","M",0060-05-18,7.86575342465753,1.36575342465753,"9d","9d",1,4,139,205,53,17,1,0,0.613538517847234,-1.92665467810305
"7412","(18) Verbal Aggression","465","131","M","M",0060-05-18,7.69908675799087,7.94908675799087,"115c","11",0,18,69,37,40,29,0,0,0.537498781035773,0.931159363925708
"7413","(17) Playful Teasing","465","131","M","M",0060-05-18,7.69908675799087,7.94908675799087,"115c","11",0,17,69,37,40,29,0,0,0.537498781035773,0.931159363925708
"7414","(4) Leading","131","465","M","M",0060-05-18,7.94908675799087,7.69908675799087,"11","115c",0,4,11,76,10,45,0,0,0.651558386252966,0.822634780051198
"7416","(17) Playful Teasing","319","338","F","F",0060-05-18,4.19908675799087,3.19908675799087,"103a","104b",0,17,90,201,45,13,1,1,-1.05933569200493,-1.13080772968998
"7417","(17) Playful Teasing","338","319","F","F",0060-05-18,3.19908675799087,4.19908675799087,"104b","103a",0,17,187,93,7,51,1,1,-1.5155741128737,-0.696709394191937
"7418","(10) Requesting for Sharing","344","319","F","F",0060-05-18,5.61575342465753,4.19908675799087,"104c","103a",0,10,83,93,46,51,1,1,-0.412997929107503,-0.696709394191937
"7419","(12) Sharing","319","344","F","F",0060-05-18,4.19908675799087,5.61575342465753,"103a","104c",0,12,90,134,45,61,1,1,-1.05933569200493,-0.0817367522363824
"7420","(2) Dominating","344","319","F","F",0060-05-18,5.61575342465753,4.19908675799087,"104c","103a",0,2,83,93,46,51,1,1,-0.412997929107503,-0.696709394191937
"7422","(11) Scolding","356","483","F","M",0060-05-18,7.61575342465753,6.19908675799087,"105c","117a",0,11,178,122,11,30,1,0,0.499478912630041,0.17148727680414
"7423","(13) Supporting Opinions","390","356","F","F",0060-05-18,7.0324200913242,7.61575342465753,"109a","105c",0,13,107,145,15,9,1,1,0.233339833789925,0.786459918759695
"7424","(4) Leading","356","389","F","F",0060-05-18,7.61575342465753,7.61575342465753,"105c","109a",0,4,178,104,11,1,1,1,0.499478912630041,0.786459918759695
"7426","(13) Supporting Opinions","301","204","F","M",0060-05-18,5.61575342465753,10.6157534246575,"102d","18c",0,13,89,121,48,4,1,0,-0.412997929107503,2.08875492525381
"7427","(4) Leading","294","282","M","M",0060-05-18,6.44908675799087,8.2824200913242,"102c","102a",0,4,7,153,6,7,0,0,-0.0327992450501925,1.07585880909172
"7429","(16) Aggressive Teasing","319","321","F","F",0060-05-19,4.20182648401827,1.20182648401826,"103a","103b",0,16,90,95,45,53,1,1,-1.05808572372858,-1.99781509017784
"7430","(2) Dominating","318","319","M","F",0060-05-19,6.61849315068493,4.20182648401827,"103a","103a",1,2,82,93,45,51,0,1,0.0444904600376221,-0.695520083683723
"7432","(15) Tattling","321","319","F","F",0060-05-19,1.20182648401826,4.20182648401827,"103b","103a",0,15,197,93,70,51,1,1,-2.42680098633489,-0.695520083683723
"7433","(13) Supporting Opinions","328","344","M","F",0060-05-19,3.20182648401827,5.61849315068493,"104a","104c",0,13,165,134,44,61,0,1,-1.51432414459735,-0.0805474417281686
"7434","(4) Leading","319","344","F","F",0060-05-19,4.20182648401827,5.61849315068493,"103a","104c",0,4,90,134,45,61,1,1,-1.05808572372858,-0.0805474417281686
"7436","(9) Requesting for Help","310","308","F","F",0060-05-19,4.2851598173516,10.4518264840183,"102e","102e",1,9,39,142,29,31,1,1,-1.02006585532285,2.01759451317902
"7438","(10) Requesting for Sharing","138","172","F","F",0060-05-19,7.11849315068493,8.36849315068493,"12","16",0,10,10,16,9,12,1,1,0.272609670472008,1.11322298089144
"7439","(19) Ownership Assertion","138","172","F","F",0060-05-19,7.11849315068493,8.36849315068493,"12","16",0,19,10,16,9,12,1,1,0.272609670472008,1.11322298089144
"7442","(17) Playful Teasing","178","172","F","F",0060-05-19,6.2851598173516,8.36849315068493,"17","16",0,17,55,16,36,12,1,1,-0.107589013585302,1.11322298089144
"7443","(17) Playful Teasing","172","178","F","F",0060-05-19,8.36849315068493,6.2851598173516,"16","17",0,17,9,59,8,39,1,1,0.842907696557974,0.208851448603857
"7444","(17) Playful Teasing","172","166","F","F",0060-05-19,8.36849315068493,2.70182648401827,"16","15a",0,17,9,89,8,10,1,1,0.842907696557974,-1.34666758693078
"7445","(5) Dirty Looks","166","172","F","F",0060-05-19,2.70182648401827,8.36849315068493,"15a","16",0,5,125,16,20,12,1,1,-1.74244335503174,1.11322298089144
"7446","(17) Playful Teasing","304","309","F","M",0060-05-19,0.868493150684931,7.5351598173516,"102d","102e",0,17,195,136,48,31,1,0,-2.57888045995782,0.751474367976406
"7447","(17) Playful Teasing","309","304","M","F",0060-05-19,7.5351598173516,0.868493150684931,"102e","102d",0,17,126,182,29,55,0,1,0.462709012500663,-2.14251453534385
"7449","(2) Dominating","309","310","M","F",0060-05-19,7.5351598173516,4.2851598173516,"102e","102e",1,2,126,45,29,31,0,1,0.462709012500663,-0.65934522239222
"7450","(16) Aggressive Teasing","309","310","M","F",0060-05-19,7.5351598173516,4.2851598173516,"102e","102e",1,16,126,45,29,31,0,1,0.462709012500663,-0.65934522239222
"7451","(6) Physical Aggression","295","275","F","F",0060-05-23,4.29611872146119,4.62945205479452,"102c","101",0,6,177,11,6,8,1,1,-1.01506598221743,-0.509888535193352
"7452","(6) Physical Aggression","99","42","F","F",0060-05-23,5.37945205479452,4.79611872146119,"9c","5",0,6,60,111,38,42,1,1,-0.520807692942932,-0.437538812610345
"7453","(11) Scolding","42","99","F","F",0060-05-23,4.79611872146119,5.37945205479452,"5","9c",0,11,134,72,63,44,1,1,-0.786946771783049,-0.184314783569823
"7454","(6) Physical Aggression","100","7","M","M",0060-05-23,3.87945205479452,4.29611872146119,"9c","1a",0,6,61,83,38,43,0,0,-1.20516532424609,-0.654587980359365
"7455","(6) Physical Aggression","7","100","M","M",0060-05-23,4.29611872146119,3.87945205479452,"1a","9c",0,6,76,70,37,44,0,0,-1.01506598221743,-0.835462286816881
"7456","(11) Scolding","97","100","F","M",0060-05-23,8.87945205479452,3.87945205479452,"9c","9c",1,11,62,70,38,44,1,0,1.07602678009777,-0.835462286816881
"7457","(14) Taking Away","100","98","M","M",0060-05-23,3.87945205479452,7.21278538812785,"9c","9c",1,14,61,84,38,44,0,0,-1.20516532424609,0.611532164843248
"7458","(6) Physical Aggression","98","100","M","M",0060-05-23,7.21278538812785,3.87945205479452,"9c","9c",1,6,78,70,38,44,0,0,0.31562941198315,-0.835462286816881
"7459","(2) Dominating","58","98","M","M",0060-05-23,7.87945205479452,7.21278538812785,"8a","9c",0,2,121,84,59,44,0,0,0.619788359228999,0.611532164843248
"7460","(16) Aggressive Teasing","100","541","M","F",0060-05-23,3.87945205479452,1.37945205479452,"9c","9c",1,16,61,177,38,44,0,1,-1.20516532424609,-1.92070812556198
"7461","(1) Comforting","301","304","F","F",0060-05-23,5.62945205479452,0.879452054794521,"102d","102d",1,1,89,182,48,55,1,1,-0.406748087725739,-2.137757293311
"7462","(4) Leading","273","295","F","F",0060-05-23,7.71278538812785,4.29611872146119,"101","102c",0,4,38,107,28,5,1,1,0.543748622417537,-0.654587980359365
"7464","(4) Leading","273","277","F","M",0060-05-23,7.71278538812785,2.12945205479452,"101","101",1,4,38,44,28,8,1,0,0.543748622417537,-1.59513437393845
"7466","(4) Leading","273","301","F","F",0060-05-23,7.71278538812785,5.62945205479452,"101","102d",0,4,38,102,28,55,1,1,0.543748622417537,-0.0757901996953132
"7468","(4) Leading","273","278","F","F",0060-05-23,7.71278538812785,2.04611872146119,"101","101",1,4,38,176,28,8,1,1,0.543748622417537,-1.63130923522995
"7470","(14) Taking Away","100","99","M","F",0060-05-23,3.87945205479452,5.37945205479452,"9c","9c",1,14,61,72,38,44,0,1,-1.20516532424609,-0.184314783569823
"7471","(2) Dominating","99","100","F","M",0060-05-23,5.37945205479452,3.87945205479452,"9c","9c",1,2,60,70,38,44,1,0,-0.520807692942932,-0.835462286816881
"7473","(14) Taking Away","100","125","M","M",0060-05-23,3.87945205479452,3.29611872146119,"9c","10b",0,14,61,165,38,28,0,0,-1.20516532424609,-1.0886863158574
"7474","(4) Leading","125","100","M","M",0060-05-23,3.29611872146119,3.87945205479452,"10b","9c",0,4,156,70,25,44,0,0,-1.47130440308621,-0.835462286816881
"7476","(4) Leading","59","100","F","M",0060-05-23,3.37945205479452,3.87945205479452,"8a","9c",0,4,180,70,59,44,1,0,-1.43328453468048,-0.835462286816881
"7478","(2) Dominating","403","414","M","M",0060-05-23,6.96278538812785,5.21278538812785,"110a","110b",0,2,1,23,1,19,0,0,0.201569806765957,-0.256664506152829
"7479","(14) Taking Away","414","415","M","M",0060-05-23,5.21278538812785,3.29611872146119,"110b","110b",1,14,67,117,39,19,0,0,-0.596847429754394,-1.0886863158574
"7480","(10) Requesting for Sharing","414","415","M","M",0060-05-23,5.21278538812785,3.29611872146119,"110b","110b",1,10,67,117,39,19,0,0,-0.596847429754394,-1.0886863158574
"7482","(4) Leading","414","357","M","M",0060-05-23,5.21278538812785,6.21278538812785,"110b","105c",0,4,67,12,39,9,0,0,-0.596847429754394,0.177433829345209
"7484","(10) Requesting for Sharing","349","404","F","F",0060-05-23,4.46278538812785,4.29611872146119,"104a","110a",0,10,168,99,44,46,1,1,-0.939026245405973,-0.654587980359365
"7486","(3) Helping","349","404","F","F",0060-05-23,4.46278538812785,4.29611872146119,"104a","110a",0,3,168,99,44,46,1,1,-0.939026245405973,-0.654587980359365
"7488","(3) Helping","414","415","M","M",0060-05-23,5.21278538812785,3.29611872146119,"110b","110b",1,3,67,117,39,19,0,0,-0.596847429754394,-1.0886863158574
"7489","(2) Dominating","415","349","M","F",0060-05-23,3.29611872146119,4.46278538812785,"110b","104a",0,2,85,181,39,38,0,1,-1.47130440308621,-0.582238257776358
"7490","(16) Aggressive Teasing","484","609","F","F",0060-05-23,4.37945205479452,7.37945205479452,"117a","117a",1,16,33,206,27,30,1,1,-0.977046113811704,0.683881887426255
"7491","(4) Leading","484","483","F","M",0060-05-23,4.37945205479452,6.21278538812785,"117a","117a",1,4,33,122,27,30,1,0,-0.977046113811704,0.177433829345209
"7493","(17) Playful Teasing","609","483","F","M",0060-05-23,7.37945205479452,6.21278538812785,"117a","117a",1,17,192,122,27,30,1,0,0.391669148794613,0.177433829345209
"7494","(17) Playful Teasing","485","483","M","M",0060-05-23,3.96278538812785,6.21278538812785,"117a","117a",1,17,66,122,27,30,0,0,-1.16714545584036,0.177433829345209
"7495","(17) Playful Teasing","295","296","F","F",0060-05-24,4.29885844748858,2.38219178082192,"102c","102c",1,17,177,174,6,5,1,1,-1.01381601394108,-1.48542047955573
"7496","(17) Playful Teasing","296","295","F","F",0060-05-24,2.38219178082192,4.29885844748858,"102c","102c",1,17,163,107,6,5,1,1,-1.8882729872729,-0.653398669851151
"7497","(17) Playful Teasing","275","415","F","M",0060-05-24,4.63219178082192,3.29885844748858,"101","110b",0,17,43,117,28,19,1,0,-0.861736540318158,-1.08749700534919
"7498","(17) Playful Teasing","415","275","M","F",0060-05-24,3.29885844748858,4.63219178082192,"110b","101",0,17,85,11,39,8,0,1,-1.47005443480985,-0.508699224685138
"7499","(17) Playful Teasing","275","310","F","F",0060-05-24,4.63219178082192,4.29885844748858,"101","102e",0,17,43,45,28,31,1,1,-0.861736540318158,-0.653398669851151
"7500","(16) Aggressive Teasing","310","293","F","M",0060-05-24,4.29885844748858,8.71552511415525,"102e","102c",0,16,39,131,29,5,1,0,-1.01381601394108,1.26386897859852
"7501","(2) Dominating","293","310","M","F",0060-05-24,8.71552511415525,4.29885844748858,"102c","102e",0,2,96,45,6,31,0,1,1.00123701156266,-0.653398669851151
"7503","(17) Playful Teasing","275","296","F","F",0060-05-24,4.63219178082192,2.38219178082192,"101","102c",0,17,43,174,28,5,1,1,-0.861736540318158,-1.48542047955573
"7504","(17) Playful Teasing","296","275","F","F",0060-05-24,2.38219178082192,4.63219178082192,"102c","101",0,17,163,11,6,8,1,1,-1.8882729872729,-0.508699224685138
"7505","(2) Dominating","18","108","M","M",0060-05-24,3.38219178082192,5.46552511415525,"2","9d",0,2,18,21,17,17,0,0,-1.43203456640412,-0.146950611770106
"7507","(4) Leading","79","78","F","F",0060-05-24,6.63219178082192,8.29885844748858,"9a","9a",1,4,101,33,23,26,1,1,0.0507403014193863,1.082994672141
"7509","(12) Sharing","78","46","F","F",0060-05-24,8.29885844748858,10.3821917808219,"9a","6",0,12,27,112,23,57,1,1,0.811137669534006,1.98736620442858
"7510","(4) Leading","46","18","F","M",0060-05-24,10.3821917808219,3.38219178082192,"6","2",0,4,131,148,62,21,1,0,1.76163437967728,-1.05132214405769
"7512","(9) Requesting for Help","144","229","M","M",0060-05-25,9.05159817351598,10.3849315068493,"13","20",0,9,41,35,19,2,0,0,1.15456645346194,1.9885555149368
"7513","(3) Helping","229","144","M","M",0060-05-25,10.3849315068493,9.05159817351598,"20","13",0,3,26,46,22,22,0,0,1.76288434795363,1.40975773427275
"7514","(10) Requesting for Sharing","199","158","M","F",0060-05-25,9.80159817351598,5.30159817351598,"18b","14a",0,10,13,149,12,32,0,1,1.49674526911352,-0.218111023844898
"7516","(4) Leading","229","200","M","M",0060-05-25,10.3849315068493,6.63493150684932,"20","18b",0,4,26,28,22,15,0,0,1.76288434795363,0.360686756819153
"7518","(17) Playful Teasing","199","201","M","M",0060-05-25,9.80159817351598,3.55159817351598,"18b","18b",1,17,13,19,12,15,0,0,1.49674526911352,-0.977783110966466
"7519","(17) Playful Teasing","199","229","M","M",0060-05-25,9.80159817351598,10.3849315068493,"18b","20",0,17,13,35,12,2,0,0,1.49674526911352,1.9885555149368
"7520","(17) Playful Teasing","108","125","M","M",0060-05-25,5.46826484018265,3.30159817351598,"9d","10b",0,17,100,165,53,28,0,0,-0.480287887984495,-1.08630769484098
"7521","(2) Dominating","470","424","F","M",0060-05-25,7.46826484018265,5.13493150684932,"116a","111",0,2,84,147,47,47,1,0,0.432188953753049,-0.290460746427905
"7523","(2) Dominating","400","424","F","M",0060-05-25,8.96826484018265,5.13493150684932,"110a","111",0,2,93,147,1,47,1,0,1.11654658505621,-0.290460746427905
"7525","(11) Scolding","400","424","F","M",0060-05-25,8.96826484018265,5.13493150684932,"110a","111",0,11,93,147,1,47,1,0,1.11654658505621,-0.290460746427905
"7526","(17) Playful Teasing","508","253","M","F",0060-05-25,6.38493150684932,7.38493150684932,"22a","23",0,17,24,108,21,56,0,1,-0.0620693355214539,0.686260508442682
"7527","(11) Scolding","248","508","F","M",0060-05-25,9.80159817351598,6.38493150684932,"22b","22a",0,11,97,32,50,25,1,0,1.49674526911352,0.252162172944644
"7528","(4) Leading","498","158","F","F",0060-05-25,7.80159817351598,5.30159817351598,"19c","14a",0,4,88,149,49,32,1,1,0.584268427375974,-0.218111023844898
"7530","(17) Playful Teasing","165","50","F","F",0060-05-25,5.05159817351598,4.88493150684932,"15a","7",0,17,21,15,20,11,1,1,-0.67038723001315,-0.398985330302414
"7531","(13) Supporting Opinions","158","165","F","F",0060-05-25,5.30159817351598,5.05159817351598,"14a","15a",0,13,142,13,30,10,1,1,-0.556327624795957,-0.326635607719408
"7532","(14) Taking Away","107","79","F","F",0060-05-25,7.88493150684932,6.63493150684932,"9d","9a",0,14,139,85,53,26,1,1,0.622288295781704,0.360686756819153
"7533","(17) Playful Teasing","107","79","F","F",0060-05-25,7.88493150684932,6.63493150684932,"9d","9a",0,17,139,85,53,26,1,1,0.622288295781704,0.360686756819153
"7534","(15) Tattling","78","79","F","F",0060-05-25,8.30159817351598,6.63493150684932,"9a","9a",1,15,27,85,23,26,1,1,0.81238763781036,0.360686756819153
"7535","(13) Supporting Opinions","78","107","F","F",0060-05-25,8.30159817351598,7.88493150684932,"9a","9d",0,13,27,144,23,17,1,1,0.81238763781036,0.903309676191702
"7536","(14) Taking Away","79","107","F","F",0060-05-25,6.63493150684932,7.88493150684932,"9a","9d",0,14,101,144,23,17,1,1,0.0519902696957392,0.903309676191702
"7537","(17) Playful Teasing","79","107","F","F",0060-05-25,6.63493150684932,7.88493150684932,"9a","9d",0,17,101,144,23,17,1,1,0.0519902696957392,0.903309676191702
"7538","(17) Playful Teasing","318","404","M","F",0060-05-25,6.63493150684932,4.30159817351598,"103a","110a",0,17,82,99,45,46,0,1,0.0519902696957392,-0.652209359342937
"7539","(4) Leading","422","400","F","F",0060-05-25,9.63493150684931,8.96826484018265,"111","110a",0,4,109,119,56,46,1,1,1.42070553230206,1.37358287298124
"7541","(4) Leading","424","422","M","F",0060-05-25,5.13493150684932,9.63493150684931,"111","111",1,4,127,138,56,47,0,1,-0.632367361607419,1.66298176331327
"7543","(8) Requesting for Comfort","612","100","M","M",0060-05-26,1.38767123287671,3.88767123287671,"9c","9c",1,8,198,70,38,44,0,0,-2.34201147158896,-0.83189435529224
"7545","(4) Leading","97","100","F","M",0060-05-26,8.88767123287671,3.88767123287671,"9c","9c",1,4,62,70,38,44,1,0,1.07977668492683,-0.83189435529224
"7547","(10) Requesting for Sharing","541","100","F","M",0060-05-26,1.38767123287671,3.88767123287671,"9c","9c",1,10,199,70,38,44,1,0,-2.34201147158896,-0.83189435529224
"7548","(12) Sharing","100","541","M","F",0060-05-26,3.88767123287671,1.38767123287671,"9c","9c",1,12,61,177,38,44,0,1,-1.20141541941703,-1.91714019403734
"7549","(11) Scolding","97","100","F","M",0060-05-26,8.88767123287671,3.88767123287671,"9c","9c",1,11,62,70,38,44,1,0,1.07977668492683,-0.83189435529224
"7550","(17) Playful Teasing","432","78","F","F",0060-05-26,8.55433789954338,8.30433789954338,"112","9a",0,17,123,33,60,26,1,1,0.927697211303905,1.08537329315743
"7551","(10) Requesting for Sharing","432","81","F","F",0060-05-26,8.55433789954338,2.47100456621005,"112","9a",0,10,123,113,60,26,1,1,0.927697211303905,-1.44686699724779
"7553","(19) Ownership Assertion","432","81","F","F",0060-05-26,8.55433789954338,2.47100456621005,"112","9a",0,19,123,113,60,26,1,1,0.927697211303905,-1.44686699724779
"7554","(14) Taking Away","78","81","F","F",0060-05-26,8.30433789954338,2.47100456621005,"9a","9a",1,14,27,113,23,26,1,1,0.813637606086712,-1.44686699724779
"7555","(14) Taking Away","124","432","F","F",0060-05-26,7.80433789954338,8.55433789954338,"10b","112",0,14,36,137,25,62,1,1,0.585518395652326,1.19389787703194
"7556","(4) Leading","431","124","M","F",0060-05-26,11.5543378995434,7.80433789954338,"112","10b",0,4,145,42,60,28,0,1,2.29641247391022,0.868324125408412
"7558","(17) Playful Teasing","608","98","M","M",0060-05-26,6.38767123287671,7.22100456621005,"9c","9c",1,17,190,84,38,44,0,0,-0.060819367245101,0.615100096367889
"7559","(17) Playful Teasing","608","58","M","M",0060-05-26,6.38767123287671,7.88767123287671,"9c","8a",0,17,190,156,38,64,0,0,-0.060819367245101,0.904498986699915
"7560","(17) Playful Teasing","98","58","M","M",0060-05-26,7.22100456621005,7.88767123287671,"9c","8a",0,17,78,156,38,64,0,0,0.319379316812209,0.904498986699915
"7561","(4) Leading","58","98","M","M",0060-05-26,7.88767123287671,7.22100456621005,"8a","9c",0,4,121,84,59,44,0,0,0.623538264058057,0.615100096367889
"7563","(2) Dominating","248","301","F","F",0060-05-26,9.80433789954338,5.63767123287671,"22b","102d",0,2,97,102,50,55,1,1,1.49799523738987,-0.0722222681706716
"7565","(14) Taking Away","248","301","F","F",0060-05-26,9.80433789954338,5.63767123287671,"22b","102d",0,14,97,102,50,55,1,1,1.49799523738987,-0.0722222681706716
"7566","(12) Sharing","302","248","M","F",0060-05-26,3.97100456621005,9.80433789954338,"102d","22b",0,12,86,31,48,24,0,1,-1.1633955510113,1.73652079640449
"7567","(15) Tattling","241","248","F","F",0060-05-26,8.47100456621004,9.80433789954338,"21","22b",0,15,147,31,57,24,1,1,0.889677342898174,1.73652079640449
"7568","(11) Scolding","248","241","F","F",0060-05-26,9.80433789954338,8.47100456621004,"22b","21",0,11,97,62,50,41,1,1,1.49799523738987,1.15772301574044
"7569","(16) Aggressive Teasing","301","248","F","F",0060-05-26,5.63767123287671,9.80433789954338,"102d","22b",0,16,89,31,48,24,1,1,-0.40299818289668,1.73652079640449
"7571","(11) Scolding","248","301","F","F",0060-05-26,9.80433789954338,5.63767123287671,"22b","102d",0,11,97,102,50,55,1,1,1.49799523738987,-0.0722222681706716
"7573","(2) Dominating","248","301","F","F",0060-05-26,9.80433789954338,5.63767123287671,"22b","102d",0,2,97,102,50,55,1,1,1.49799523738987,-0.0722222681706716
"7575","(6) Physical Aggression","185","248","M","F",0060-05-26,8.05433789954338,9.80433789954338,"19a","22b",0,6,25,31,16,24,0,1,0.699578000869519,1.73652079640449
"7576","(6) Physical Aggression","248","185","F","M",0060-05-26,9.80433789954338,8.05433789954338,"22b","19a",0,6,97,73,50,20,1,0,1.49799523738987,0.976848709282922
"7577","(4) Leading","348","337","M","M",0060-05-27,7.30707762557078,6.64041095890411,"104a","104b",0,4,80,17,44,13,0,0,0.358649153494293,0.36306537783558
"7579","(4) Leading","336","348","M","M",0060-05-27,7.97374429223744,7.30707762557078,"104b","104a",0,4,81,58,7,38,0,0,0.662808100740141,0.652464268167607
"7581","(12) Sharing","108","371","M","M",0060-05-27,5.47374429223744,2.72374429223744,"9d","107",0,12,100,103,53,50,0,0,-0.477787951431789,-1.33715310286507
"7582","(12) Sharing","371","108","M","M",0060-05-27,2.72374429223744,5.47374429223744,"107","9d",0,12,137,21,54,17,0,0,-1.73244360882091,-0.143382680245464
"7583","(10) Requesting for Sharing","370","108","M","M",0060-05-27,5.05707762557078,5.47374429223744,"107","9d",0,10,103,21,54,17,0,0,-0.667887293460444,-0.143382680245464
"7585","(19) Ownership Assertion","370","108","M","M",0060-05-27,5.05707762557078,5.47374429223744,"107","9d",0,19,103,21,54,17,0,0,-0.667887293460444,-0.143382680245464
"7586","(10) Requesting for Sharing","370","108","M","M",0060-05-27,5.05707762557078,5.47374429223744,"107","9d",0,10,103,21,54,17,0,0,-0.667887293460444,-0.143382680245464
"7588","(12) Sharing","370","371","M","M",0060-05-27,5.05707762557078,2.72374429223744,"107","107",1,12,103,103,54,50,0,0,-0.667887293460444,-1.33715310286507
"7589","(12) Sharing","371","108","M","M",0060-05-27,2.72374429223744,5.47374429223744,"107","9d",0,12,137,21,54,17,0,0,-1.73244360882091,-0.143382680245464
"7590","(4) Leading","199","200","M","M",0060-05-27,9.80707762557078,6.64041095890411,"18b","18b",1,4,13,28,12,15,0,0,1.49924520566622,0.36306537783558
"7592","(17) Playful Teasing","199","200","M","M",0060-05-27,9.80707762557078,6.64041095890411,"18b","18b",1,17,13,28,12,15,0,0,1.49924520566622,0.36306537783558
"7593","(17) Playful Teasing","200","199","M","M",0060-05-27,6.64041095890411,9.80707762557078,"18b","18b",1,17,22,29,12,15,0,0,0.0544902062484445,1.7377101069127
"7594","(3) Helping","301","273","F","F",0060-05-27,5.64041095890411,7.72374429223744,"102d","101",0,3,89,43,48,8,1,1,-0.401748214620328,0.833338574625123
"7596","(2) Dominating","310","273","F","F",0060-05-27,4.30707762557078,7.72374429223744,"102e","101",0,2,39,43,29,8,1,1,-1.01006610911202,0.833338574625123
"7598","(2) Dominating","310","301","F","F",0060-05-27,4.30707762557078,5.64041095890411,"102e","102d",0,2,39,102,29,55,1,1,-1.01006610911202,-0.0710329576624582
